snapshot_id,event_id,district,lat,lon,label,lead_hours,month,day_of_year,humidity_spike_3h,humidity_spike_6h,humidity_max,pressure_drop_3h,pressure_drop_6h,precip_rate_max_mm_hr,precip_total_mm,precip_acceleration,cloud_cover_max_pct,wind_gust_max_ms,humidity_pressure_interaction,elevation_m
NEG068_L0,NEG068,Shimla,31.1048,77.1734,0,0,9,253,-9.040000000000006,-2.910000000000011,99.0,-0.0100000000000051,-0.1200000000000045,0.3,-2474999.2,-99000.0,100.0,4.69,0.3492000000000145,2195.0
NEG068_L3,NEG068,Shimla,31.1048,77.1734,0,3,9,252,0.0700000000000073,-0.9099999999999966,99.0,-0.1099999999999994,-0.1200000000000045,0.3,-2177999.2,99000.0,100.0,4.69,0.1092000000000037,2195.0
NEG068_L6,NEG068,Shimla,31.1048,77.1734,0,6,9,252,6.780000000000001,21.14,99.0,-0.0100000000000051,0.1700000000000017,0.3,-1880999.2,-99000.0,100.0,4.69,3.5938000000000363,2195.0
NEG068_L9,NEG068,Shimla,31.1048,77.1734,0,9,9,252,2.1299999999999955,3.86,99.0,0.1800000000000068,0.3100000000000023,0.3,-1583999.2,98999.9,62.0,4.69,1.1966000000000083,2195.0
NEG069_L0,NEG069,Kullu,31.7667,77.3333,0,0,7,200,12.459999999999994,-4.6000000000000085,100.0,-0.0,-0.0499999999999971,2.4,-2473946.74,-98992.02,100.0,2.87,0.2299999999999873,1872.0
NEG069_L3,NEG069,Kullu,31.7667,77.3333,0,3,7,199,-4.069999999999993,-4.859999999999999,100.0,-0.0499999999999971,-0.0700000000000002,2.4,-2176961.62,98998.66,100.0,2.87,0.3402000000000013,1872.0
NEG069_L6,NEG069,Kullu,31.7667,77.3333,0,6,7,199,21.92,14.460000000000008,100.0,-0.0200000000000031,0.0700000000000002,2.4,-1879967.92,-98999.71,100.0,2.87,1.0122000000000049,1872.0
NEG069_L9,NEG069,Kullu,31.7667,77.3333,0,9,7,199,2.719999999999999,-0.220000000000013,100.0,0.0900000000000034,0.1200000000000045,2.4,-1582974.69,98987.04000000002,100.0,2.87,-0.0264000000000025,1872.0
NEG070_L0,NEG070,Kullu,32.0333,77.3333,0,0,8,240,5.590000000000003,-1.4099999999999966,100.0,0.0600000000000022,-0.0,0.6,-2474843.25,-98990.21,98.0,4.42,0.0,2398.0
NEG070_L3,NEG070,Kullu,32.0333,77.3333,0,3,8,239,0.0,0.0799999999999983,100.0,-0.0600000000000022,-0.1000000000000014,0.6,-2177880.1,98977.83,80.0,4.42,-0.0079999999999999,2398.0
NEG070_L6,NEG070,Kullu,32.0333,77.3333,0,6,8,239,18.92,20.67,100.0,-0.0399999999999991,0.019999999999996,0.6,-1880937.85,-98985.30999999998,80.0,4.42,0.4133999999999178,2398.0
NEG070_L9,NEG070,Kullu,32.0333,77.3333,0,9,8,239,2.0999999999999943,6.890000000000001,100.0,0.0599999999999951,0.0599999999999951,0.6,-1583980.06,99003.35,80.0,4.42,0.4133999999999667,2398.0
NEG071_L0,NEG071,Kullu,32.0167,77.3333,0,0,6,177,12.200000000000005,2.019999999999996,100.0,0.009999999999998,-0.1000000000000014,0.2,-2474999.3000000003,-99000.0,88.0,5.21,-0.2020000000000024,1744.0
NEG071_L3,NEG071,Kullu,32.0167,77.3333,0,3,6,176,1.480000000000004,12.400000000000006,100.0,-0.1099999999999994,-0.1099999999999994,0.2,-2177999.3,99000.0,63.0,5.21,-1.3639999999999937,1744.0
NEG071_L6,NEG071,Kullu,32.0167,77.3333,0,6,6,176,8.780000000000001,21.200000000000003,100.0,-0.0,0.0499999999999971,0.2,-1880999.3,-99000.2,63.0,5.21,1.05999999999994,1744.0
NEG071_L9,NEG071,Kullu,32.0167,77.3333,0,9,6,176,5.960000000000001,18.11,100.0,0.0499999999999971,0.0399999999999991,0.2,-1583999.5,99000.1,63.0,5.21,0.7243999999999845,1744.0
NEG072_L0,NEG072,Shimla,31.45,77.65,0,0,9,267,0.1899999999999977,-1.6500000000000057,99.43,0.1099999999999994,0.0799999999999983,0.7,-2474754.3,-99000.96000000002,92.0,3.57,-0.1319999999999976,1166.0
NEG072_L3,NEG072,Shimla,31.45,77.65,0,3,9,266,0.6300000000000097,4.230000000000004,99.43,-0.0300000000000011,-0.0600000000000022,0.7,-2177761.84,98982.75,92.0,3.57,-0.2538000000000098,1166.0
NEG072_L6,NEG072,Shimla,31.45,77.65,0,6,9,266,5.609999999999999,27.39,99.43,-0.0300000000000011,0.0999999999999943,0.7,-1880792.23,-98982.01,92.0,3.57,2.7389999999998444,1166.0
NEG072_L9,NEG072,Shimla,31.45,77.65,0,9,9,266,0.8799999999999955,1.3199999999999932,99.43,0.1299999999999954,0.2599999999999909,0.7,-1583828.5,98971.64,92.0,3.57,0.3431999999999862,1166.0
NEG073_L0,NEG073,Kinnaur,31.5796,78.2803,0,0,9,251,9.579999999999998,-5.040000000000006,99.02,0.0300000000000011,-0.0600000000000022,0.4,-2474487.21,-99000.35,100.0,5.38,0.3024000000000118,2220.0
NEG073_L3,NEG073,Kinnaur,31.5796,78.2803,0,3,9,250,-1.4599999999999935,-2.1799999999999926,99.02,-0.0900000000000034,-0.1700000000000017,0.4,-2177489.9200000004,98988.39,100.0,5.38,0.3706000000000025,2220.0
NEG073_L6,NEG073,Kinnaur,31.5796,78.2803,0,6,9,250,26.8,14.739999999999997,98.8,-0.0799999999999983,0.019999999999996,0.4,-1880508.57,-98991.37,100.0,5.38,0.2947999999999412,2220.0
NEG073_L9,NEG073,Kinnaur,31.5796,78.2803,0,9,9,250,3.710000000000008,6.939999999999998,98.0,0.0999999999999943,0.1700000000000017,0.2,-1583574.32,98960.58,100.0,5.38,1.1798000000000115,2220.0
NEG074_L0,NEG074,Kullu,31.9578,77.1095,0,0,6,175,0.0799999999999983,-3.489999999999995,92.0,-0.0200000000000102,-0.2100000000000079,0.4,-2474903.3200000003,-98985.02000000002,45.0,5.03,0.7329000000000268,1229.0
NEG074_L3,NEG074,Kullu,31.9578,77.1095,0,3,6,174,0.1599999999999966,13.669999999999987,92.0,-0.1899999999999977,-0.2299999999999897,0.4,-2177922.42,98993.83000000002,45.0,5.03,-3.1440999999998573,1229.0
NEG074_L6,NEG074,Kullu,31.9578,77.1095,0,6,6,174,7.900000000000006,21.130000000000003,92.0,-0.039999999999992,0.0400000000000062,0.4,-1880933.09,-98995.34,45.0,5.03,0.8452000000001322,1229.0
NEG074_L9,NEG074,Kullu,31.9578,77.1095,0,9,6,174,1.6000000000000014,5.5,92.0,0.0799999999999983,0.1599999999999966,0.0,-1583949.61,98985.29,36.0,5.03,0.8799999999999812,1229.0
NEG075_L0,NEG075,Shimla,31.452,77.633,0,0,8,236,15.0,0.0,100.0,0.0100000000000051,-0.0999999999999943,1.9,-2474846.4200000004,-98980.78,100.0,4.03,-0.0,941.0
NEG075_L3,NEG075,Shimla,31.452,77.633,0,3,8,235,0.0,2.6299999999999955,100.0,-0.1099999999999994,-0.1200000000000045,1.9,-2177899.3000000003,98995.57,100.0,4.03,-0.3156000000000114,941.0
NEG075_L6,NEG075,Shimla,31.452,77.633,0,6,8,235,19.370000000000005,23.450000000000003,100.0,-0.0100000000000051,0.0999999999999943,1.9,-1880936.45,-98988.99,100.0,4.03,2.344999999999867,941.0
NEG075_L9,NEG075,Shimla,31.452,77.633,0,9,8,235,2.6500000000000057,5.3500000000000085,100.0,0.1099999999999994,0.1700000000000017,0.1,-1583965.52,98998.47,100.0,4.03,0.9095000000000104,941.0
NEG076_L0,NEG076,Kullu,32.0167,77.3333,0,0,6,178,17.08,1.1499999999999917,99.2,0.0600000000000022,-0.0300000000000011,0.4,-2474927.8399999994,-98991.64,98.0,4.94,-0.034500000000001,1744.0
NEG076_L3,NEG076,Kullu,32.0167,77.3333,0,3,6,177,0.8300000000000125,8.38000000000001,99.2,-0.0900000000000034,-0.0900000000000034,0.4,-2177948.84,98997.76,98.0,4.94,-0.7542000000000294,1744.0
NEG076_L6,NEG076,Kullu,32.0167,77.3333,0,6,6,177,7.549999999999997,18.16,99.2,-0.0,0.0800000000000054,0.4,-1880958.04,-98997.2,98.0,4.94,1.4528000000000978,1744.0
NEG076_L9,NEG076,Kullu,32.0167,77.3333,0,9,6,177,1.9099999999999968,4.599999999999994,99.2,0.0800000000000054,0.0700000000000002,0.4,-1583969.46,98992.74,98.0,4.94,0.3220000000000009,1744.0
NEG077_L0,NEG077,Solan,30.9045,77.0967,0,0,7,183,-26.5,2.960000000000001,93.0,-0.0,-0.1499999999999914,1.6,-2474896.59,-98996.37,77.0,3.6,-0.4439999999999749,1460.0
NEG077_L3,NEG077,Solan,30.9045,77.0967,0,3,7,182,1.3100000000000025,9.36,93.0,-0.1499999999999914,-0.1999999999999886,1.6,-2177904.5,98994.81999999998,77.0,3.6,-1.8719999999998933,1460.0
NEG077_L6,NEG077,Solan,30.9045,77.0967,0,6,7,182,-21.82,14.630000000000004,93.0,-0.0499999999999971,0.0899999999999892,1.6,-1880914.98,-98999.02,77.0,3.6,1.3166999999998423,1460.0
NEG077_L9,NEG077,Solan,30.9045,77.0967,0,9,7,182,0.1999999999999957,-0.2200000000000059,93.0,0.1399999999999863,0.289999999999992,1.6,-1583935.66,98990.89999999998,77.0,3.6,-0.0637999999999999,1460.0
NEG078_L0,NEG078,Mandi,31.5333,77.15,0,0,7,191,-18.19,2.4000000000000057,97.0,0.0100000000000051,-0.1499999999999914,0.7,-2474914.74,-98987.76,100.0,4.91,-0.3599999999999804,2187.0
NEG078_L3,NEG078,Mandi,31.5333,77.15,0,3,7,190,2.009999999999991,9.939999999999998,97.0,-0.1599999999999966,-0.1599999999999966,0.7,-2177954.3000000003,99000.32,100.0,4.91,-1.5903999999999658,2187.0
NEG078_L6,NEG078,Mandi,31.5333,77.15,0,6,7,190,-21.53,17.36,96.0,-0.0,0.1200000000000045,0.7,-1880976.12,-98997.61,100.0,4.91,2.0832000000000788,2187.0
NEG078_L9,NEG078,Mandi,31.5333,77.15,0,9,7,190,0.1099999999999994,-0.4200000000000017,96.0,0.1200000000000045,0.2199999999999988,0.3,-1583986.19,98997.8,82.0,4.91,-0.0923999999999999,2187.0
NEG079_L0,NEG079,Chamba,32.5534,76.1258,0,0,6,153,-19.66,7.920000000000002,82.0,0.0400000000000062,-0.1199999999999903,0.5,-2474991.6900000004,-98999.99,93.0,4.92,-0.9503999999999236,924.0
NEG079_L3,NEG079,Chamba,32.5534,76.1258,0,3,6,152,-1.1999999999999955,-3.3599999999999994,82.0,-0.1599999999999966,-0.2199999999999988,0.5,-2177991.72,99000.0,93.0,4.92,0.7391999999999961,924.0
NEG079_L6,NEG079,Chamba,32.5534,76.1258,0,6,6,152,1.7800000000000011,20.92,82.0,-0.0600000000000022,-0.0300000000000011,0.5,-1880991.74,-98999.99,93.0,4.92,-0.6276000000000238,924.0
NEG079_L9,NEG079,Chamba,32.5534,76.1258,0,9,6,152,-0.129999999999999,-0.9200000000000016,82.0,0.0300000000000011,0.039999999999992,0.5,-1583991.77,99000.6,93.0,4.92,-0.0367999999999927,924.0
NEG080_L0,NEG080,Chamba,32.5534,76.1258,0,0,8,219,3.0,0.769999999999996,100.0,0.0700000000000073,0.0200000000000102,2.2,-2473330.100000001,-98839.31,100.0,4.77,0.0154000000000077,924.0
NEG080_L3,NEG080,Chamba,32.5534,76.1258,0,3,8,218,0.730000000000004,3.61,99.23,-0.0499999999999971,-0.0700000000000073,2.2,-2176751.51,98752.16,100.0,4.77,-0.2527000000000266,924.0
NEG080_L6,NEG080,Chamba,32.5534,76.1258,0,6,8,218,11.620000000000005,18.230000000000004,99.0,-0.0200000000000102,0.039999999999992,2.2,-1880313.23,-98813.86999999997,100.0,4.77,0.7291999999998551,924.0
NEG080_L9,NEG080,Chamba,32.5534,76.1258,0,9,8,218,4.280000000000001,8.409999999999997,99.0,0.0600000000000022,0.1500000000000056,2.2,-1583671.04,98979.81999999998,100.0,4.77,1.2615000000000474,924.0
NEG081_L0,NEG081,Shimla,31.452,77.633,0,0,7,182,14.0,1.4500000000000028,100.0,0.0099999999999909,-0.0900000000000034,1.9,-2474709.11,-98997.89999999998,100.0,5.58,-0.1305000000000052,941.0
NEG081_L3,NEG081,Shimla,31.452,77.633,0,3,6,181,2.069999999999993,11.700000000000005,98.55,-0.0999999999999943,-0.1400000000000005,0.5,-2177732.79,98983.79000000002,100.0,5.58,-1.638000000000007,941.0
NEG081_L6,NEG081,Shimla,31.452,77.633,0,6,6,181,9.849999999999994,21.64999999999999,96.78,-0.0400000000000062,0.0600000000000022,0.4,-1880773.4000000004,-98986.92,100.0,5.58,1.2990000000000488,941.0
NEG081_L9,NEG081,Shimla,31.452,77.633,0,9,6,181,2.990000000000002,8.36,96.78,0.1000000000000085,0.2000000000000028,0.4,-1583826.04,98973.94999999998,90.0,5.58,1.6720000000000237,941.0
NEG082_L0,NEG082,Solan,30.9045,77.0967,0,0,7,205,2.430000000000007,2.25,99.0,-0.0099999999999909,-0.1299999999999954,2.9,-2474123.98,-99000.81,100.0,2.93,-0.2924999999999897,1460.0
NEG082_L3,NEG082,Solan,30.9045,77.0967,0,3,7,204,0.2600000000000051,3.1200000000000045,99.0,-0.1200000000000045,-0.1800000000000068,2.9,-2177135.43,98972.83,100.0,2.93,-0.5616000000000221,1460.0
NEG082_L6,NEG082,Solan,30.9045,77.0967,0,6,7,204,10.060000000000002,13.659999999999997,99.0,-0.0600000000000022,0.0700000000000073,2.9,-1880179.9,-98976.29,100.0,2.93,0.9562000000001007,1460.0
NEG082_L9,NEG082,Solan,30.9045,77.0967,0,9,7,204,3.5800000000000125,5.740000000000009,99.0,0.1300000000000096,0.25,2.9,-1583212.01,98928.74,100.0,2.93,1.4350000000000025,1460.0
NEG083_L0,NEG083,Kullu,32.2432,77.1892,0,0,6,158,36.97,0.269999999999996,95.38,0.0900000000000034,-0.0,0.3,-2474943.16,-99000.16000000002,90.0,8.19,-0.0,1878.0
NEG083_L3,NEG083,Kullu,32.2432,77.1892,0,3,6,157,1.3200000000000074,4.030000000000001,95.38,-0.0900000000000034,-0.1300000000000025,0.3,-2177943.66,98997.42,90.0,8.19,-0.5239000000000105,1878.0
NEG083_L6,NEG083,Kullu,32.2432,77.1892,0,6,6,157,29.67,22.60000000000001,88.67,-0.0399999999999991,0.0200000000000031,0.3,-1880947.98,-98997.89999999998,90.0,8.19,0.4520000000000708,1878.0
NEG083_L9,NEG083,Kullu,32.2432,77.1892,0,9,6,157,1.3199999999999932,2.269999999999996,75.6,0.0600000000000022,0.1099999999999994,0.3,-1583963.66,98991.12,90.0,8.19,0.2496999999999982,1878.0
NEG084_L0,NEG084,Kullu,31.7667,77.3333,0,0,7,193,19.0,0.0,100.0,0.1099999999999994,0.0700000000000002,0.3,-2474984.08,-98995.02000000002,57.0,4.34,0.0,1872.0
NEG084_L3,NEG084,Kullu,31.7667,77.3333,0,3,7,192,0.0,6.799999999999997,100.0,-0.0399999999999991,-0.0500000000000042,0.3,-2177992.7,98999.97999999998,57.0,4.34,-0.3400000000000288,1872.0
NEG084_L6,NEG084,Kullu,31.7667,77.3333,0,6,7,192,25.200000000000003,23.210000000000008,93.2,-0.0100000000000051,0.0899999999999963,0.3,-1880995.58,-98999.59,57.0,4.34,2.088899999999915,1872.0
NEG084_L9,NEG084,Kullu,31.7667,77.3333,0,9,7,192,2.9799999999999898,11.059999999999995,92.61,0.1000000000000014,0.2000000000000028,0.3,-1583996.55,98999.69,44.0,4.34,2.2120000000000304,1872.0
NEG085_L0,NEG085,Kullu,32.15,77.15,0,0,6,153,7.990000000000002,6.490000000000002,61.99,-0.0099999999999909,-0.1299999999999954,0.5,-2474980.15,-98988.89,70.0,4.65,-0.8436999999999707,2054.0
NEG085_L3,NEG085,Kullu,32.15,77.15,0,3,6,152,8.0,7.93,57.42,-0.1200000000000045,-0.1099999999999994,0.5,-2177994.8800000004,98999.75,70.0,4.65,-0.8722999999999954,2054.0
NEG085_L6,NEG085,Kullu,32.15,77.15,0,6,6,152,11.57,25.86,57.42,0.0100000000000051,0.1499999999999914,0.5,-1880997.73,-98999.48,70.0,4.65,3.8789999999997793,2054.0
NEG085_L9,NEG085,Kullu,32.15,77.15,0,9,6,152,0.5300000000000011,0.2100000000000008,57.42,0.1399999999999863,0.2299999999999897,0.5,-1583998.55,98999.31,70.0,4.65,0.048299999999998,2054.0
NEG086_L0,NEG086,Kinnaur,31.4167,78.2667,0,0,8,215,7.0,0.269999999999996,100.0,0.0899999999999892,0.0499999999999971,1.3,-2474218.46,-98986.11,100.0,6.02,0.013499999999999,2612.0
NEG086_L3,NEG086,Kinnaur,31.4167,78.2667,0,3,8,214,0.2600000000000051,6.700000000000003,100.0,-0.039999999999992,-0.0699999999999931,1.3,-2177280.77,98975.02999999996,100.0,6.02,-0.4689999999999545,2612.0
NEG086_L6,NEG086,Kinnaur,31.4167,78.2667,0,6,8,214,18.03,18.56,100.0,-0.0300000000000011,0.0100000000000051,1.3,-1880359.86,-98983.55,100.0,6.02,0.1856000000000949,2612.0
NEG086_L9,NEG086,Kinnaur,31.4167,78.2667,0,9,8,214,1.5600000000000025,4.060000000000002,100.0,0.0400000000000062,0.0600000000000022,1.3,-1583438.41,98996.97999999998,100.0,6.02,0.2436000000000093,2612.0
NEG087_L0,NEG087,Kullu,32.0167,77.3333,0,0,7,188,9.930000000000009,-0.0699999999999931,100.0,0.0600000000000022,-0.0,0.0,-2475000.0,-99000.0,100.0,5.14,0.0,1744.0
NEG087_L3,NEG087,Kullu,32.0167,77.3333,0,3,7,187,0.519999999999996,8.819999999999993,100.0,-0.0600000000000022,-0.0700000000000002,0.0,-2178000.0,99000.0,100.0,5.14,-0.6174000000000021,1744.0
NEG087_L6,NEG087,Kullu,32.0167,77.3333,0,6,7,187,15.180000000000009,20.730000000000004,91.18,-0.009999999999998,0.0500000000000042,0.0,-1881000.0,-99000.0,100.0,5.14,1.0365000000000886,1744.0
NEG087_L9,NEG087,Kullu,32.0167,77.3333,0,9,7,187,3.180000000000007,13.35,89.37,0.0600000000000022,0.0399999999999991,0.0,-1584000.0,99000.0,100.0,5.14,0.5339999999999887,1744.0
NEG088_L0,NEG088,Kullu,32.1167,77.3333,0,0,8,232,4.480000000000004,-2.519999999999996,100.0,-0.0100000000000051,-0.1000000000000014,0.4,-2474095.9599999995,-98934.71999999996,100.0,4.22,0.2520000000000031,3324.0
NEG088_L3,NEG088,Kullu,32.1167,77.3333,0,3,8,231,0.0,2.3299999999999983,100.0,-0.0899999999999963,-0.1199999999999974,0.4,-2177476.34,98976.97000000002,100.0,4.22,-0.2795999999999938,3324.0
NEG088_L6,NEG088,Kullu,32.1167,77.3333,0,6,8,231,10.670000000000002,20.44,100.0,-0.0300000000000011,0.0799999999999983,0.4,-1880673.79,-98939.99000000002,100.0,4.22,1.635199999999965,3324.0
NEG088_L9,NEG088,Kullu,32.1167,77.3333,0,9,8,231,1.9200000000000017,4.990000000000009,100.0,0.1099999999999994,0.1499999999999985,0.4,-1583841.02,98973.17999999998,67.0,4.22,0.7484999999999943,3324.0
NEG089_L0,NEG089,Kinnaur,32.5,78.6,0,0,7,189,1.5699999999999932,3.919999999999988,100.0,0.0599999999999951,-0.0300000000000011,1.9,-2474768.78,-98999.66,100.0,8.56,-0.117600000000004,4443.0
NEG089_L3,NEG089,Kinnaur,32.5,78.6,0,3,7,188,1.9500000000000028,15.820000000000007,100.0,-0.0899999999999963,-0.1799999999999997,1.9,-2177773.74,98999.82000000002,100.0,8.56,-2.847599999999997,4443.0
NEG089_L6,NEG089,Kinnaur,32.5,78.6,0,6,7,188,29.83,20.84,100.0,-0.0900000000000034,-0.0700000000000002,1.9,-1880775.64,-99003.61,100.0,8.56,-1.4588000000000056,4443.0
NEG089_L9,NEG089,Kinnaur,32.5,78.6,0,9,7,188,2.5600000000000023,5.690000000000005,100.0,0.0200000000000031,0.1000000000000014,1.9,-1583788.91,98968.66,100.0,8.56,0.5690000000000086,4443.0
NEG090_L0,NEG090,Mandi,31.5333,77.15,0,0,7,189,-26.230000000000004,5.379999999999996,99.0,0.019999999999996,-0.1199999999999903,0.9,-2474997.45,-99000.0,74.0,5.65,-0.6455999999999474,2187.0
NEG090_L3,NEG090,Mandi,31.5333,77.15,0,3,7,188,-1.4299999999999926,1.2800000000000011,99.0,-0.1399999999999863,-0.1399999999999863,0.9,-2177997.45,99000.0,74.0,5.65,-0.1791999999999827,2187.0
NEG090_L6,NEG090,Mandi,31.5333,77.15,0,6,7,188,-26.89,20.05,98.0,-0.0,0.1299999999999954,0.9,-1880997.45,-99000.5,74.0,5.65,2.606499999999909,2187.0
NEG090_L9,NEG090,Mandi,31.5333,77.15,0,9,7,188,0.4600000000000008,0.75,95.0,0.1299999999999954,0.25,0.9,-1583997.9499999995,99000.49,74.0,5.65,0.1875,2187.0
NEG091_L0,NEG091,Kullu,32.0167,77.3333,0,0,6,160,51.92,4.480000000000004,100.0,0.1000000000000014,0.0899999999999963,0.0,-2475000.0,-99000.0,69.0,6.14,0.4031999999999838,1744.0
NEG091_L3,NEG091,Kullu,32.0167,77.3333,0,3,6,159,4.489999999999995,11.090000000000003,100.0,-0.0100000000000051,0.009999999999998,0.0,-2178000.0,99000.0,69.0,6.14,0.1108999999999779,1744.0
NEG091_L6,NEG091,Kullu,32.0167,77.3333,0,6,6,159,50.35,19.109999999999992,100.0,0.0200000000000031,0.0700000000000002,0.0,-1881000.0,-99000.0,69.0,6.14,1.337700000000005,1744.0
NEG091_L9,NEG091,Kullu,32.0167,77.3333,0,9,6,159,2.270000000000003,9.370000000000005,100.0,0.0499999999999971,0.0499999999999971,0.0,-1584000.0,99000.0,69.0,6.14,0.4684999999999736,1744.0
NEG092_L0,NEG092,Kullu,32.0167,77.3333,0,0,9,259,7.469999999999999,-0.730000000000004,100.0,0.1200000000000045,0.0600000000000022,5.7,-2474578.35,-98995.0,100.0,5.53,-0.0438000000000019,1744.0
NEG092_L3,NEG092,Kullu,32.0167,77.3333,0,3,9,258,-1.480000000000004,-2.799999999999997,100.0,-0.0600000000000022,-0.0800000000000054,5.7,-2177609.27,98977.99,100.0,5.53,0.2240000000000148,1744.0
NEG092_L6,NEG092,Kullu,32.0167,77.3333,0,6,9,258,21.0,15.659999999999997,100.0,-0.0200000000000031,0.0600000000000022,5.7,-1880662.16,-98977.61000000002,100.0,5.53,0.9396000000000354,1744.0
NEG092_L9,NEG092,Kullu,32.0167,77.3333,0,9,9,258,1.4300000000000068,3.4399999999999977,100.0,0.0800000000000054,0.1400000000000005,5.7,-1583738.29,98943.85,100.0,5.53,0.4816000000000016,1744.0
NEG093_L0,NEG093,Shimla,31.45,77.65,0,0,6,172,16.950000000000003,1.0300000000000011,99.95,0.0500000000000113,-0.059999999999988,1.0,-2474022.81,-99002.88999999998,100.0,4.52,-0.0617999999999877,1166.0
NEG093_L3,NEG093,Shimla,31.45,77.65,0,3,6,171,1.5900000000000034,8.760000000000005,98.92,-0.1099999999999994,-0.1600000000000108,1.0,-2177026.86,98954.27999999996,100.0,4.52,-1.4016000000000954,1166.0
NEG093_L6,NEG093,Shimla,31.45,77.65,0,6,6,171,30.16,19.14999999999999,98.52,-0.0500000000000113,0.0300000000000011,0.2,-1880097.18,-98980.62,73.0,4.52,0.5745000000000215,1166.0
NEG093_L9,NEG093,Shimla,31.45,77.65,0,9,6,171,4.060000000000002,12.620000000000005,98.52,0.0800000000000125,0.1400000000000005,0.2,-1583294.44,98865.66,73.0,4.52,1.766800000000008,1166.0
NEG094_L0,NEG094,Kullu,31.9578,77.1095,0,0,6,159,2.969999999999999,2.6499999999999986,62.72,0.0600000000000022,-0.0,0.0,-2474999.25,-99000.0,58.0,4.52,-0.0,1229.0
NEG094_L3,NEG094,Kullu,31.9578,77.1095,0,3,6,158,1.5399999999999991,4.590000000000003,62.72,-0.0600000000000022,-0.0699999999999931,0.0,-2177999.25,99000.0,58.0,4.52,-0.3212999999999689,1229.0
NEG094_L6,NEG094,Kullu,31.9578,77.1095,0,6,6,158,12.729999999999997,15.429999999999996,62.72,-0.0099999999999909,0.0799999999999983,0.0,-1880999.25,-99000.0,58.0,4.52,1.2343999999999733,1229.0
NEG094_L9,NEG094,Kullu,31.9578,77.1095,0,9,6,158,0.6099999999999994,1.1000000000000014,62.72,0.0899999999999892,0.1199999999999903,0.0,-1583999.25,99000.0,58.0,4.52,0.1319999999999895,1229.0
NEG095_L0,NEG095,Kinnaur,31.4167,78.2667,0,0,6,174,24.05,2.5,100.0,-0.0,-0.0999999999999943,0.1,-2474871.31,-98998.8,100.0,5.84,-0.2499999999999858,2612.0
NEG095_L3,NEG095,Kinnaur,31.4167,78.2667,0,3,6,173,3.489999999999995,13.739999999999997,100.0,-0.0999999999999943,-0.0899999999999892,0.1,-2177884.47,98987.4,100.0,5.84,-1.2365999999998512,2612.0
NEG095_L6,NEG095,Kinnaur,31.4167,78.2667,0,6,6,173,20.81,26.40000000000001,100.0,0.0100000000000051,0.0799999999999983,0.1,-1880915.31,-98988.63000000002,100.0,5.84,2.1119999999999552,2612.0
NEG095_L9,NEG095,Kinnaur,31.4167,78.2667,0,9,6,173,4.309999999999995,11.319999999999991,100.0,0.0699999999999931,0.1299999999999954,0.1,-1583956.9,98996.29000000002,100.0,5.84,1.4715999999999476,2612.0
NEG096_L0,NEG096,Mandi,31.79,76.96,0,0,9,251,-6.829999999999998,-8.310000000000002,99.66,0.0799999999999983,-0.0499999999999971,3.2,-2473481.9400000004,-98953.43000000002,100.0,3.71,0.4154999999999765,1472.0
NEG096_L3,NEG096,Mandi,31.79,76.96,0,3,9,250,-1.1799999999999926,-0.7800000000000011,99.66,-0.1299999999999954,-0.1599999999999966,3.2,-2176649.83,98984.58,100.0,3.71,0.1247999999999975,1472.0
NEG096_L6,NEG096,Mandi,31.79,76.96,0,6,9,250,4.260000000000005,11.460000000000008,99.26,-0.0300000000000011,0.0799999999999983,3.2,-1879744.05,-98986.52,100.0,3.71,0.9167999999999812,1472.0
NEG096_L9,NEG096,Mandi,31.79,76.96,0,9,9,250,5.049999999999997,12.159999999999997,92.0,0.1099999999999994,0.1700000000000017,3.2,-1582925.15,98710.07,100.0,3.71,2.06720000000002,1472.0
NEG097_L0,NEG097,Kullu,31.5333,77.6167,0,0,8,217,9.0,0.0,100.0,0.0799999999999983,-0.0300000000000011,1.8,-2474911.89,-98999.92,100.0,4.96,-0.0,3332.0
NEG097_L3,NEG097,Kullu,31.5333,77.6167,0,3,8,216,0.0,4.640000000000001,100.0,-0.1099999999999994,-0.1500000000000056,1.8,-2177912.63,98999.53,100.0,4.96,-0.6960000000000265,3332.0
NEG097_L6,NEG097,Kullu,31.5333,77.6167,0,6,8,216,2.3599999999999994,20.28,97.0,-0.0400000000000062,0.0899999999999892,1.8,-1880913.76,-99001.75,100.0,4.96,1.825199999999781,3332.0
NEG097_L9,NEG097,Kullu,31.5333,77.6167,0,9,8,216,2.539999999999992,4.769999999999996,97.0,0.1299999999999954,0.2399999999999948,1.8,-1583917.67,99001.74999999996,100.0,4.96,1.1447999999999747,3332.0
NEG098_L0,NEG098,Kinnaur,31.5796,78.2803,0,0,7,184,22.0,0.0,100.0,0.0099999999999909,-0.0800000000000125,2.4,-2474588.37,-98994.75,100.0,6.33,-0.0,2220.0
NEG098_L3,NEG098,Kinnaur,31.5796,78.2803,0,3,7,183,0.8199999999999932,4.25,100.0,-0.0900000000000034,-0.0600000000000022,2.4,-2177613.86,98983.19,100.0,6.33,-0.2550000000000096,2220.0
NEG098_L6,NEG098,Kinnaur,31.5796,78.2803,0,6,7,183,25.75,18.78,100.0,0.0300000000000011,0.1500000000000056,2.4,-1880654.11,-98986.97000000002,100.0,6.33,2.8170000000001068,2220.0
